home_team_win,pitching_earned_run_avg_10RA_diff,pitching_SO_batters_faced_10RA_diff,pitcher_earned_run_avg_10RA_diff,pitcher_SO_batters_faced_10RA_diff,spread_mean_diff,batting_wpa_bat_mean_diff,pitching_earned_run_avg_mean_diff,pitching_SO_batters_faced_mean_diff,pitching_wpa_def_mean_diff,pitcher_earned_run_avg_mean_diff,pitcher_SO_batters_faced_mean_diff,pitcher_wpa_def_mean_diff
1,-0.40093593780836795,1.13531106559654,-0.4517855683296159,-0.6006183730773864,0.23224205624645328,-0.017767794426195017,0.290097998122431,-0.5995295585020953,-0.1492441029398812,0.14782105919983643,-0.6158260634763935,-0.4366068462373504
0,0.41353995501627444,-0.08613467719934059,0.591204677785819,0.40698230601297397,-0.4465070452076668,-0.09557932588960245,0.8737582779990126,-1.1088139110760014,-0.6479175234292839,0.5856521356951355,0.4182397771619659,-0.7745593059978433
1,2.5663190877807818,0.33209916979504867,0.3601216338704696,0.5201166834941939,-0.9457663431132048,-0.7653925862641534,1.5532527719929636,-0.24354379291025977,-0.6897507730699984,0.36068221228168107,0.4253228668036495,-1.1658837017465733
1,0.14964676663651297,-0.13317540838020406,0.4000202640771204,-0.6902802605462872,-0.37797074913428486,0.30313823260704975,-0.18469878244824633,-0.7017920479118348,-0.514815764537836,0.39802277363091515,-0.6531289830242573,-1.0678255889462784
0,0.3916743525143758,-0.6982705201565913,0.2683710579859514,-0.11080780641586038,0.15321829335959605,-0.7800068933753123,0.29027600057992875,1.2691116150561728,-0.5097188906466389,0.5003717209591095,0.11147851275770049,-0.5384942990400756
1,-1.5418011978371162,-0.031041244269959294,0.21592890477361082,0.4012184497602784,-0.15897214308988714,0.1255301690954339,0.11073938750860178,0.5481904462833626,0.8874954967312639,0.20495858442436987,0.4089937246719266,0.44061892637376354
0,0.014313767607009859,-0.49162798867721935,-0.2842179323779763,-1.0813940435553755,-0.19006490111393848,-0.15646225214418008,-1.6273975853801639,0.43619685178325024,-0.06418958103011096,-0.2857991866560007,-1.112318449453525,0.40750932213564395
0,-0.07574820745338184,0.4944363220444039,2.2247804279137324,0.3622363058501907,0.4317697448738395,-0.7808224485942415,-0.07962672431067007,0.581009293532344,0.6794188472951549,2.2135114773127227,0.5463500821127738,-2.737451558288466
1,0.6652977068244225,0.7264821729636374,-0.9570419128476609,-1.0600096379236945,0.031016371297167795,-0.3582632821202,-0.49715042985404123,0.30561507830010404,0.13425300859305137,-0.966605351308884,-1.09301349552935,2.0266292089103435
1,-1.4736150921787274,0.22905902909509962,-0.3967875122281424,-0.47359983891616236,0.5168556652722863,-0.007675545215378902,-0.8360740879765867,0.9337877134198872,1.2789076427131851,-0.3973280134021078,-0.4928142541798066,1.114005835306766
0,-1.194820719606553,0.984236172216334,-0.17659851462819218,1.5102629575662967,1.8822513982727984,0.5342167395395038,-2.2370796477020933,2.817760486191038,2.2951533887612396,-0.18577843929403765,1.5503523409314122,0.15094961651762076
0,0.39469652685187195,-1.5832359337771376,0.8487391088447143,0.30494169609839084,-1.2547568606622557,0.1415798070480148,0.992393196506574,-1.1944501613913199,0.0786494585695476,0.8397911975847019,-0.04609883650285202,-1.3110395300015512
1,-1.7705220509463329,0.5709757798553379,0.1606234958008784,0.0837014646178278,0.05501636171147098,-0.6161543435991428,-0.4394680625390774,0.16406940522263427,0.3985755934190604,-0.24217404426236572,0.6150920308321978,-0.5828170836678668
